a0,gamma0,R,chi
0.14917093,1.7004992,8.9329573e-10,1.2309402e-06
0.15203896,1.7004992,9.2797572e-10,1.2546068e-06
0.15496213,1.7004992,9.6400207e-10,1.2787284e-06
0.15794149,1.7004992,1.0014271e-09,1.3033138e-06
0.16097814,1.7004992,1.040305e-09,1.3283719e-06
0.16407318,1.7004992,1.0806922e-09,1.3539117e-06
0.16722772,1.7004992,1.1226474e-09,1.3799426e-06
0.17044291,1.7004992,1.1662314e-09,1.406474e-06
0.17371992,1.7004992,1.2115074e-09,1.4335154e-06
0.17705994,1.7004992,1.2585412e-09,1.4610768e-06
0.18046417,1.7004992,1.3074009e-09,1.4891681e-06
0.18393385,1.7004992,1.3581575e-09,1.5177995e-06
0.18747024,1.7004992,1.4108846e-09,1.5469814e-06
0.19107462,1.7004992,1.4656587e-09,1.5767243e-06
0.1947483,1.7004992,1.5225593e-09,1.6070391e-06
0.19849262,1.7004992,1.5816688e-09,1.6379367e-06
0.20230892,1.7004992,1.6430732e-09,1.6694284e-06
0.2061986,1.7004992,1.7068614e-09,1.7015255e-06
0.21016306,1.7004992,1.7731261e-09,1.7342398e-06
0.21420375,1.7004992,1.8419633e-09,1.767583e-06
0.21832212,1.7004992,1.9134729e-09,1.8015673e-06
0.22251968,1.7004992,1.9877588e-09,1.836205e-06
0.22679794,1.7004992,2.0649286e-09,1.8715087e-06
0.23115845,1.7004992,2.1450943e-09,1.9074911e-06
0.2356028,1.7004992,2.2283722e-09,1.9441654e-06
0.2401326,1.7004992,2.3148833e-09,1.9815447e-06
0.2447495,1.7004992,2.4047528e-09,2.0196427e-06
0.24945515,1.7004992,2.4981114e-09,2.0584733e-06
0.25425129,1.7004992,2.5950944e-09,2.0980504e-06
0.25913963,1.7004992,2.6958424e-09,2.1383884e-06
0.26412196,1.7004992,2.8005018e-09,2.1795019e-06
0.26920008,1.7004992,2.9092244e-09,2.221406e-06
0.27437584,1.7004992,3.0221678e-09,2.2641157e-06
0.27965111,1.7004992,3.1394959e-09,2.3076465e-06
0.2850278,1.7004992,3.261379e-09,2.3520143e-06
0.29050787,1.7004992,3.387994e-09,2.3972352e-06
0.29609329,1.7004992,3.5195244e-09,2.4433255e-06
0.30178611,1.7004992,3.6561612e-09,2.4903019e-06
0.30758838,1.7004992,3.7981026e-09,2.5381815e-06
0.31350221,1.7004992,3.9455544e-09,2.5869817e-06
0.31952973,1.7004992,4.0987308e-09,2.6367201e-06
0.32567315,1.7004992,4.2578538e-09,2.6874148e-06
0.33193468,1.7004992,4.4231544e-09,2.7390842e-06
0.3383166,1.7004992,4.5948724e-09,2.791747e-06
0.34482122,1.7004992,4.7732569e-09,2.8454223e-06
0.3514509,1.7004992,4.9585667e-09,2.9001296e-06
0.35820805,1.7004992,5.1510707e-09,2.9558888e-06
0.36509511,1.7004992,5.3510483e-09,3.01272e-06
0.37211458,1.7004992,5.5587894e-09,3.0706438e-06
0.37926902,1.7004992,5.7745956e-09,3.1296813e-06
0.38656101,1.7004992,5.9987799e-09,3.1898539e-06
0.3939932,1.7004992,6.2316676e-09,3.2511834e-06
0.40156828,1.7004992,6.4735966e-09,3.3136921e-06
0.409289,1.7004992,6.7249179e-09,3.3774025e-06
0.41715817,1.7004992,6.9859961e-09,3.4423379e-06
0.42517863,1.7004992,7.2572101e-09,3.5085218e-06
0.4333533,1.7004992,7.5389532e-09,3.5759781e-06
0.44168513,1.7004992,7.8316343e-09,3.6447314e-06
0.45017716,1.7004992,8.1356781e-09,3.7148066e-06
0.45883246,1.7004992,8.4515256e-09,3.7862291e-06
0.46765417,1.7004992,8.779635e-09,3.8590247e-06
0.47664549,1.7004992,9.1204825e-09,3.93322e-06
0.48580968,1.7004992,9.4745626e-09,4.0088418e-06
0.49515007,1.7004992,9.8423889e-09,4.0859175e-06
0.50467003,1.7004992,1.0224495e-08,4.1644751e-06
0.51437304,1.7004992,1.0621436e-08,4.2445431e-06
0.52426259,1.7004992,1.1033787e-08,4.3261505e-06
0.53434229,1.7004992,1.1462146e-08,4.4093269e-06
0.54461579,1.7004992,1.1907135e-08,4.4941025e-06
0.5550868,1.7004992,1.23694e-08,4.5805081e-06
0.56575914,1.7004992,1.2849611e-08,4.6685749e-06
0.57663667,1.7004992,1.3348466e-08,4.7583349e-06
0.58772333,1.7004992,1.3866687e-08,4.8498207e-06
0.59902315,1.7004992,1.4405026e-08,4.9430654e-06
0.61054023,1.7004992,1.4964266e-08,5.0381029e-06
0.62227874,1.7004992,1.5545216e-08,5.1349676e-06
0.63424294,1.7004992,1.614872e-08,5.2336947e-06
0.64643716,1.7004992,1.6775654e-08,5.33432e-06
0.65886584,1.7004992,1.7426927e-08,5.4368799e-06
0.67153348,1.7004992,1.8103485e-08,5.5414117e-06
0.68444467,1.7004992,1.8806307e-08,5.6479533e-06
0.6976041,1.7004992,1.9536416e-08,5.7565432e-06
0.71101653,1.7004992,2.0294868e-08,5.867221e-06
0.72468684,1.7004992,2.1082766e-08,5.9800267e-06
0.73861998,1.7004992,2.1901252e-08,6.0950013e-06
0.75282101,1.7004992,2.2751514e-08,6.2121864e-06
0.76729507,1.7004992,2.3634785e-08,6.3316246e-06
0.78204741,1.7004992,2.4552346e-08,6.4533591e-06
0.79708339,1.7004992,2.550553e-08,6.5774341e-06
0.81240846,1.7004992,2.6495719e-08,6.7038947e-06
0.82802817,1.7004992,2.7524349e-08,6.8327867e-06
0.8439482,1.7004992,2.8592914e-08,6.9641568e-06
0.86017431,1.7004992,2.9702963e-08,7.0980526e-06
0.87671239,1.7004992,3.0856106e-08,7.2345228e-06
0.89356844,1.7004992,3.2054018e-08,7.3736169e-06
0.91074857,1.7004992,3.3298436e-08,7.5153852e-06
0.92825901,1.7004992,3.4591165e-08,7.6598792e-06
0.94610612,1.7004992,3.5934081e-08,7.8071513e-06
0.96429636,1.7004992,3.7329132e-08,7.957255e-06
0.98283633,1.7004992,3.8778343e-08,8.1102446e-06
1.0017328,1.7004992,4.0283815e-08,8.2661756e-06
1.0209925,1.7004992,4.1847734e-08,8.4251047e-06
1.0406226,1.7004992,4.3472369e-08,8.5870893e-06
1.06063,1.7004992,4.5160075e-08,8.7521884e-06
1.0810221,1.7004992,4.6913303e-08,8.9204617e-06
1.1018063,1.7004992,4.8734595e-08,9.0919704e-06
1.1229901,1.7004992,5.0626595e-08,9.2667765e-06
1.1445812,1.7004992,5.2592047e-08,9.4449435e-06
1.1665874,1.7004992,5.4633802e-08,9.6265361e-06
1.1890167,1.7004992,5.6754824e-08,9.81162e-06
1.2118773,1.7004992,5.8958189e-08,1.0000262e-05
1.2351774,1.7004992,6.1247094e-08,1.0192532e-05
1.2589254,1.7004992,6.362486e-08,1.0388498e-05
1.2831301,1.7004992,6.6094937e-08,1.0588231e-05
1.3078001,1.7004992,6.8660908e-08,1.0791805e-05
1.3329444,1.7004992,7.1326497e-08,1.0999293e-05
1.3585721,1.7004992,7.4095571e-08,1.121077e-05
1.3846926,1.7004992,7.6972148e-08,1.1426313e-05
1.4113153,1.7004992,7.99604e-08,1.1646001e-05
1.4384499,1.7004992,8.3064664e-08,1.1869912e-05
1.4661061,1.7004992,8.6289443e-08,1.2098128e-05
1.4942941,1.7004992,8.9639416e-08,1.2330731e-05
1.5230241,1.7004992,9.3119444e-08,1.2567807e-05
1.5523064,1.7004992,9.6734574e-08,1.2809441e-05
1.5821517,1.7004992,1.0049005e-07,1.3055721e-05
1.6125708,1.7004992,1.0439133e-07,1.3306736e-05
1.6435748,1.7004992,1.0844406e-07,1.3562577e-05
1.6751749,1.7004992,1.1265414e-07,1.3823337e-05
1.7073825,1.7004992,1.1702765e-07,1.4089111e-05
1.7402094,1.7004992,1.2157096e-07,1.4359994e-05
1.7736674,1.7004992,1.2629065e-07,1.4636085e-05
1.8077687,1.7004992,1.3119357e-07,1.4917485e-05
1.8425256,1.7004992,1.3628683e-07,1.5204295e-05
1.8779508,1.7004992,1.4157783e-07,1.5496619e-05
1.9140571,1.7004992,1.4707424e-07,1.5794564e-05
1.9508576,1.7004992,1.5278403e-07,1.6098237e-05
1.9883656,1.7004992,1.5871549e-07,1.6407748e-05
2.0265948,1.7004992,1.6487723e-07,1.6723211e-05
2.0655589,1.7004992,1.7127817e-07,1.7044738e-05
2.1052723,1.7004992,1.7792762e-07,1.7372448e-05
2.1457491,1.7004992,1.8483522e-07,1.7706458e-05
2.1870042,1.7004992,1.9201099e-07,1.804689e-05
2.2290525,1.7004992,1.9946534e-07,1.8393867e-05
2.2719092,1.7004992,2.0720909e-07,1.8747516e-05
2.3155899,1.7004992,2.1525346e-07,1.9107963e-05
2.3601105,1.7004992,2.2361014e-07,1.9475341e-05
2.405487,1.7004992,2.3229125e-07,1.9849783e-05
2.4517359,1.7004992,2.4130938e-07,2.0231423e-05
2.498874,1.7004992,2.5067762e-07,2.0620401e-05
2.5469184,1.7004992,2.6040955e-07,2.1016858e-05
2.5958866,1.7004992,2.7051931e-07,2.1420937e-05
2.6457962,1.7004992,2.8102155e-07,2.1832785e-05
2.6966654,1.7004992,2.9193151e-07,2.2252552e-05
2.7485127,1.7004992,3.0326503e-07,2.2680389e-05
2.8013568,1.7004992,3.1503854e-07,2.3116452e-05
2.8552168,1.7004992,3.2726912e-07,2.3560898e-05
2.9101125,1.7004992,3.3997453e-07,2.401389e-05
2.9660635,1.7004992,3.531732e-07,2.4475592e-05
3.0230904,1.7004992,3.6688427e-07,2.494617e-05
3.0812136,1.7004992,3.8112764e-07,2.5425796e-05
3.1404543,1.7004992,3.9592397e-07,2.5914643e-05
3.200834,1.7004992,4.1129474e-07,2.6412889e-05
3.2623747,1.7004992,4.2726223e-07,2.6920715e-05
3.3250985,1.7004992,4.4384963e-07,2.7438304e-05
3.3890282,1.7004992,4.6108099e-07,2.7965844e-05
3.4541872,1.7004992,4.7898131e-07,2.8503528e-05
3.5205988,1.7004992,4.9757657e-07,2.9051549e-05
3.5882874,1.7004992,5.1689374e-07,2.9610106e-05
3.6572773,1.7004992,5.3696086e-07,3.0179403e-05
3.7275937,1.7004992,5.5780703e-07,3.0759645e-05
3.799262,1.7004992,5.794625e-07,3.1351043e-05
3.8723083,1.7004992,6.0195869e-07,3.1953812e-05
3.9467589,1.7004992,6.2532824e-07,3.256817e-05
4.022641,1.7004992,6.4960505e-07,3.3194339e-05
4.099982,1.7004992,6.7482435e-07,3.3832548e-05
4.1788101,1.7004992,7.0102273e-07,3.4483027e-05
4.2591537,1.7004992,7.282382e-07,3.5146012e-05
4.341042,1.7004992,7.5651024e-07,3.5821745e-05
4.4245047,1.7004992,7.8587986e-07,3.6510469e-05
4.5095721,1.7004992,8.163897e-07,3.7212435e-05
4.5962751,1.7004992,8.48084e-07,3.7927897e-05
4.6846451,1.7004992,8.8100875e-07,3.8657115e-05
4.7747141,1.7004992,9.1521172e-07,3.9400353e-05
4.8665148,1.7004992,9.5074254e-07,4.0157881e-05
4.9600805,1.7004992,9.8765276e-07,4.0929974e-05
5.0554451,1.7004992,1.0259959e-06,4.1716911e-05
5.1526433,1.7004992,1.0658277e-06,4.2518979e-05
5.2517102,1.7004992,1.1072058e-06,4.3336467e-05
5.3526818,1.7004992,1.1501903e-06,4.4169672e-05
5.4555948,1.7004992,1.1948436e-06,4.5018897e-05
5.5604864,1.7004992,1.2412304e-06,4.588445e-05
5.6673947,1.7004992,1.2894181e-06,4.6766644e-05
5.7763584,1.7004992,1.3394765e-06,4.76658e-05
5.8874172,1.7004992,1.3914784e-06,4.8582243e-05
6.0006112,1.7004992,1.4454991e-06,4.9516306e-05
6.1159815,1.7004992,1.501617e-06,5.0468328e-05
6.23357,1.7004992,1.5599135e-06,5.1438653e-05
6.3534193,1.7004992,1.6204733e-06,5.2427635e-05
6.4755729,1.7004992,1.6833841e-06,5.3435631e-05
6.600075,1.7004992,1.7487373e-06,5.4463008e-05
6.7269709,1.7004992,1.8166277e-06,5.5510137e-05
6.8563065,1.7004992,1.8871538e-06,5.6577399e-05
6.9881288,1.7004992,1.9604178e-06,5.766518e-05
7.1224856,1.7004992,2.0365262e-06,5.8773875e-05
7.2594255,1.7004992,2.1155892e-06,5.9903887e-05
7.3989984,1.7004992,2.1977217e-06,6.1055625e-05
7.5412547,1.7004992,2.2830428e-06,6.2229507e-05
7.6862461,1.7004992,2.3716763e-06,6.3425958e-05
7.8340252,1.7004992,2.4637507e-06,6.4645413e-05
7.9846455,1.7004992,2.5593997e-06,6.5888313e-05
8.1381617,1.7004992,2.658762e-06,6.715511e-05
8.2946295,1.7004992,2.7619819e-06,6.8446263e-05
8.4541056,1.7004992,2.8692089e-06,6.976224e-05
8.6166479,1.7004992,2.9805989e-06,7.1103519e-05
8.7823153,1.7004992,3.0963132e-06,7.2470586e-05
8.9511678,1.7004992,3.2165199e-06,7.3863936e-05
9.1232668,1.7004992,3.3413932e-06,7.5284076e-05
9.2986747,1.7004992,3.4711145e-06,7.673152e-05
9.477455,1.7004992,3.6058719e-06,7.8206793e-05
9.6596726,1.7004992,3.7458609e-06,7.971043e-05
9.8453936,1.7004992,3.8912847e-06,8.1242977e-05
10.034685,1.7004992,4.0423541e-06,8.280499e-05
10.227617,1.7004992,4.1992885e-06,8.4397034e-05
10.424257,1.7004992,4.3623154e-06,8.6019688e-05
10.624678,1.7004992,4.5316715e-06,8.7673539e-05
10.828953,1.7004992,4.7076023e-06,8.9359188e-05
11.037155,1.7004992,4.8903633e-06,9.1077246e-05
11.24936,1.7004992,5.0802195e-06,9.2828337e-05
11.465645,1.7004992,5.2774464e-06,9.4613094e-05
11.686089,1.7004992,5.4823301e-06,9.6432166e-05
11.91077,1.7004992,5.695168e-06,9.8286212e-05
12.139772,1.7004992,5.9162687e-06,0.00010017591
12.373176,1.7004992,6.1459531e-06,0.00010210193
12.611068,1.7004992,6.3845545e-06,0.00010406499
12.853534,1.7004992,6.6324189e-06,0.00010606578
13.100662,1.7004992,6.8899061e-06,0.00010810505
13.352541,1.7004992,7.1573896e-06,0.00011018352
13.609262,1.7004992,7.4352575e-06,0.00011230196
13.87092,1.7004992,7.7239128e-06,0.00011446113
14.137608,1.7004992,8.0237746e-06,0.0001166618
14.409424,1.7004992,8.3352777e-06,0.00011890479
14.686466,1.7004992,8.6588741e-06,0.00012119091
14.968834,1.7004992,8.9950334e-06,0.00012352098
15.256631,1.7004992,9.3442432e-06,0.00012589584
15.549962,1.7004992,9.7070102e-06,0.00012831637
15.848932,1.7004992,1.0083861e-05,0.00013078344
16.15365,1.7004992,1.0475342e-05,0.00013329794
16.464227,1.7004992,1.0882021e-05,0.00013586078
16.780776,1.7004992,1.1304488e-05,0.0001384729
17.10341,1.7004992,1.1743357e-05,0.00014113524
17.432248,1.7004992,1.2199263e-05,0.00014384876
17.767407,1.7004992,1.2672869e-05,0.00014661446
18.109011,1.7004992,1.3164862e-05,0.00014943333
18.457183,1.7004992,1.3675955e-05,0.0001523064
18.812049,1.7004992,1.420689e-05,0.00015523471
19.173737,1.7004992,1.4758437e-05,0.00015821932
19.54238,1.7004992,1.5331397e-05,0.00016126131
19.91811,1.7004992,1.59266e-05,0.00016436179
20.301064,1.7004992,1.6544911e-05,0.00016752188
20.691381,1.7004992,1.7187226e-05,0.00017074273
21.089202,1.7004992,1.7854477e-05,0.0001740255
21.494672,1.7004992,1.8547633e-05,0.00017737139
21.907938,1.7004992,1.9267699e-05,0.00018078161
22.329149,1.7004992,2.0015719e-05,0.0001842574
22.758459,1.7004992,2.079278e-05,0.00018780001
23.196023,1.7004992,2.1600008e-05,0.00019141073
23.642,1.7004992,2.2438574e-05,0.00019509088
24.096551,1.7004992,2.3309696e-05,0.00019884178
24.559842,1.7004992,2.4214637e-05,0.00020266479
25.03204,1.7004992,2.515471e-05,0.00020656131
25.513317,1.7004992,2.6131279e-05,0.00021053275
26.003847,1.7004992,2.7145761e-05,0.00021458054
26.503808,1.7004992,2.8199628e-05,0.00021870616
27.013381,1.7004992,2.9294408e-05,0.0002229111
27.532752,1.7004992,3.0431691e-05,0.00022719689
28.062109,1.7004992,3.1613126e-05,0.00023156507
28.601643,1.7004992,3.2840427e-05,0.00023601724
29.15155,1.7004992,3.4115375e-05,0.00024055501
29.71203,1.7004992,3.5439819e-05,0.00024518002
30.283287,1.7004992,3.6815682e-05,0.00024989396
30.865526,1.7004992,3.824496e-05,0.00025469853
31.45896,1.7004992,3.9729725e-05,0.00025959547
32.063803,1.7004992,4.1272133e-05,0.00026458656
32.680276,1.7004992,4.2874421e-05,0.00026967362
33.308601,1.7004992,4.4538914e-05,0.00027485848
33.949006,1.7004992,4.6268026e-05,0.00028014303
34.601725,1.7004992,4.8064267e-05,0.00028552918
35.266992,1.7004992,4.9930243e-05,0.00029101888
35.94505,1.7004992,5.1868661e-05,0.00029661414
36.636145,1.7004992,5.3882332e-05,0.00030231697
37.340528,1.7004992,5.597418e-05,0.00030812944
38.058453,1.7004992,5.8147238e-05,0.00031405367
38.790181,1.7004992,6.040466e-05,0.0003200918
39.535978,1.7004992,6.2749721e-05,0.00032624603
40.296113,1.7004992,6.5185823e-05,0.00033251857
41.070864,1.7004992,6.7716501e-05,0.00033891172
41.86051,1.7004992,7.0345425e-05,0.00034542778
42.665338,1.7004992,7.3076412e-05,0.00035206912
43.48564,1.7004992,7.5913422e-05,0.00035883815
44.321713,1.7004992,7.8860572e-05,0.00036573733
45.173862,1.7004992,8.1922137e-05,0.00037276915
46.042394,1.7004992,8.5102561e-05,0.00037993617
46.927625,1.7004992,8.8406456e-05,0.00038724099
47.829875,1.7004992,9.1838617e-05,0.00039468625
48.749473,1.7004992,9.5404023e-05,0.00040227466
49.686751,1.7004992,9.9107847e-05,0.00041000896
50.64205,1.7004992,0.00010295546,0.00041789197
51.615716,1.7004992,0.00010695245,0.00042592654
52.608102,1.7004992,0.00011110462,0.00043411559
53.619568,1.7004992,0.00011541798,0.00044246208
54.650481,1.7004992,0.00011989879,0.00045096905
55.701214,1.7004992,0.00012455356,0.00045963957
56.77215,1.7004992,0.00012938905,0.0004684768
57.863675,1.7004992,0.00013441226,0.00047748393
58.976187,1.7004992,0.00013963048,0.00048666425
60.110089,1.7004992,0.00014505128,0.00049602106
61.265791,1.7004992,0.00015068254,0.00050555777
62.443713,1.7004992,0.00015653241,0.00051527785
63.644283,1.7004992,0.0001626094,0.0005251848
64.867935,1.7004992,0.0001689223,0.00053528223
66.115114,1.7004992,0.00017548029,0.00054557379
67.386272,1.7004992,0.00018229288,0.00055606323
68.681869,1.7004992,0.00018936994,0.00056675434
70.002376,1.7004992,0.00019672176,0.000577651
71.348272,1.7004992,0.00020435899,0.00058875717
72.720044,1.7004992,0.00021229272,0.00060007687
74.118191,1.7004992,0.00022053446,0.0006116142
75.543219,1.7004992,0.00022909616,0.00062337336
76.995646,1.7004992,0.00023799025,0.0006353586
78.475997,1.7004992,0.00024722963,0.00064757428
79.98481,1.7004992,0.00025682771,0.00066002482
81.522633,1.7004992,0.00026679841,0.00067271474
83.090022,1.7004992,0.00027715619,0.00068564864
84.687546,1.7004992,0.00028791609,0.00069883122
86.315785,1.7004992,0.00029909372,0.00071226725
87.97533,1.7004992,0.00031070529,0.0007259616
89.666781,1.7004992,0.00032276765,0.00073991925
91.390753,1.7004992,0.0003352983,0.00075414526
93.147871,1.7004992,0.00034831542,0.00076864478
94.938772,1.7004992,0.0003618379,0.00078342307
96.764105,1.7004992,0.00037588536,0.0007984855
98.624534,1.7004992,0.00039047817,0.00081383753
100.52073,1.7004992,0.00040563752,0.00082948472
102.45339,1.7004992,0.00042138539,0.00084543274
104.4232,1.7004992,0.00043774463,0.0008616874
106.43088,1.7004992,0.00045473897,0.00087825457
108.47717,1.7004992,0.00047239308,0.00089514027
110.5628,1.7004992,0.00049073257,0.00091235062
112.68853,1.7004992,0.00050978404,0.00092989186
114.85512,1.7004992,0.00052957514,0.00094777036
117.06338,1.7004992,0.00055013458,0.0009659926
119.31409,1.7004992,0.00057149219,0.00098456519
121.60807,1.7004992,0.00059367895,0.0010034949
123.94616,1.7004992,0.00061672706,0.0010227885
126.3292,1.7004992,0.00064066995,0.0010424531
128.75806,1.7004992,0.00066554237,0.0010624957
131.23362,1.7004992,0.0006913804,0.0010829237
133.75678,1.7004992,0.00071822153,0.0011037445
136.32844,1.7004992,0.00074610469,0.0011249655
138.94955,1.7004992,0.00077507035,0.0011465946
141.62105,1.7004992,0.00080516053,0.0011686395
144.34392,1.7004992,0.00083641889,0.0011911083
147.11914,1.7004992,0.00086889077,0.001214009
149.94771,1.7004992,0.00090262329,0.0012373501
152.83067,1.7004992,0.0009376654,0.0012611399
155.76906,1.7004992,0.00097406793,0.0012853871
158.76394,1.7004992,0.0010118837,0.0013101005
161.81641,1.7004992,0.0010511676,0.0013352891
164.92756,1.7004992,0.0010919765,0.0013609619
168.09853,1.7004992,0.0011343698,0.0013871284
171.33046,1.7004992,0.0011784089,0.0014137979
174.62454,1.7004992,0.0012241577,0.0014409802
177.98194,1.7004992,0.0012716826,0.0014686851
181.4039,1.7004992,0.0013210525,0.0014969227
184.89165,1.7004992,0.0013723391,0.0015257031
188.44645,1.7004992,0.0014256167,0.001555037
192.06961,1.7004992,0.0014809627,0.0015849348
195.76242,1.7004992,0.0015384574,0.0016154074
199.52623,1.7004992,0.0015981842,0.0016464659
0.1,1.7402094,4.1082031e-10,8.4445753e-07
0.10192264,1.7402094,4.2676938e-10,8.6069343e-07
0.10388225,1.7402094,4.4333764e-10,8.7724149e-07
0.10587954,1.7402094,4.6054912e-10,8.9410771e-07
0.10791522,1.7402094,4.784288e-10,9.1129821e-07
0.10999005,1.7402094,4.9700261e-10,9.2881922e-07
0.11210476,1.7402094,5.162975e-10,9.466771e-07
0.11426014,1.7402094,5.3634147e-10,9.6487832e-07
0.11645695,1.7402094,5.5716359e-10,9.8342948e-07
0.118696,1.7402094,5.7879408e-10,1.0023373e-06
0.1209781,1.7402094,6.0126432e-10,1.0216087e-06
0.12330408,1.7402094,6.2460692e-10,1.0412506e-06
0.12567478,1.7402094,6.4885573e-10,1.0612701e-06
0.12809105,1.7402094,6.7404594e-10,1.0816745e-06
0.13055379,1.7402094,7.0021409e-10,1.1024713e-06
0.13306387,1.7402094,7.2739817e-10,1.1236679e-06
0.13562221,1.7402094,7.5563759e-10,1.145272e-06
0.13822974,1.7402094,7.8497334e-10,1.1672915e-06
0.14088741,1.7402094,8.1544798e-10,1.1897343e-06
0.14359617,1.7402094,8.4710572e-10,1.2126087e-06
0.14635701,1.7402094,8.799925e-10,1.2359228e-06
0.14917093,1.7402094,9.1415602e-10,1.2596852e-06
0.15203896,1.7402094,9.4964585e-10,1.2839044e-06
0.15496213,1.7402094,9.8651349e-10,1.3085893e-06
0.15794149,1.7402094,1.0248124e-09,1.3337488e-06
0.16097814,1.7402094,1.0645982e-09,1.3593921e-06
0.16407318,1.7402094,1.1059286e-09,1.3855283e-06
0.16722772,1.7402094,1.1488635e-09,1.4121671e-06
0.17044291,1.7402094,1.1934653e-09,1.439318e-06
0.17371992,1.7402094,1.2397986e-09,1.466991e-06
0.17705994,1.7402094,1.2879307e-09,1.495196e-06
0.18046417,1.7402094,1.3379314e-09,1.5239432e-06
0.18393385,1.7402094,1.3898733e-09,1.5532432e-06
0.18747024,1.7402094,1.4438317e-09,1.5831065e-06
0.19107462,1.7402094,1.4998848e-09,1.613544e-06
0.1947483,1.7402094,1.5581141e-09,1.6445667e-06
0.19849262,1.7402094,1.618604e-09,1.6761859e-06
0.20230892,1.7402094,1.6814423e-09,1.7084129e-06
0.2061986,1.7402094,1.7467201e-09,1.7412596e-06
0.21016306,1.7402094,1.8145322e-09,1.7747378e-06
0.21420375,1.7402094,1.8849769e-09,1.8088597e-06
0.21832212,1.7402094,1.9581565e-09,1.8436376e-06
0.22251968,1.7402094,2.034177e-09,1.8790842e-06
0.22679794,1.7402094,2.1131489e-09,1.9152122e-06
0.23115845,1.7402094,2.1951866e-09,1.9520349e-06
0.2356028,1.7402094,2.2804093e-09,1.9895656e-06
0.2401326,1.7402094,2.3689405e-09,2.0278178e-06
0.2447495,1.7402094,2.4609087e-09,2.0668055e-06
0.24945515,1.7402094,2.5564474e-09,2.1065428e-06
0.25425129,1.7402094,2.6556951e-09,2.1470441e-06
0.25913963,1.7402094,2.7587959e-09,2.1883241e-06
0.26412196,1.7402094,2.8658993e-09,2.2303978e-06
0.26920008,1.7402094,2.9771607e-09,2.2732804e-06
0.27437584,1.7402094,3.0927416e-09,2.3169874e-06
0.27965111,1.7402094,3.2128096e-09,2.3615348e-06
0.2850278,1.7402094,3.3375389e-09,2.4069387e-06
0.29050787,1.7402094,3.4671106e-09,2.4532155e-06
0.29609329,1.7402094,3.6017125e-09,2.5003821e-06
0.30178611,1.7402094,3.74154e-09,2.5484555e-06
0.30758838,1.7402094,3.886796e-09,2.5974532e-06
0.31350221,1.7402094,4.0376912e-09,2.647393e-06
0.31952973,1.7402094,4.1944445e-09,2.6982929e-06
0.32567315,1.7402094,4.3572834e-09,2.7501714e-06
0.33193468,1.7402094,4.5264441e-09,2.8030474e-06
0.3383166,1.7402094,4.7021721e-09,2.85694e-06
0.34482122,1.7402094,4.8847222e-09,2.9118688e-06
0.3514509,1.7402094,5.0743594e-09,2.9678536e-06
0.35820805,1.7402094,5.2713588e-09,3.0249148e-06
0.36509511,1.7402094,5.4760062e-09,3.0830731e-06
0.37211458,1.7402094,5.6885985e-09,3.1423496e-06
0.37926902,1.7402094,5.9094442e-09,3.2027658e-06
0.38656101,1.7402094,6.1388637e-09,3.2643435e-06
0.3939932,1.7402094,6.3771898e-09,3.3271052e-06
0.40156828,1.7402094,6.6247684e-09,3.3910736e-06
0.409289,1.7402094,6.8819585e-09,3.4562718e-06
0.41715817,1.7402094,7.1491335e-09,3.5227236e-06
0.42517863,1.7402094,7.4266808e-09,3.5904529e-06
0.4333533,1.7402094,7.7150032e-09,3.6594845e-06
0.44168513,1.7402094,8.014519e-09,3.7298434e-06
0.45017716,1.7402094,8.3256628e-09,3.8015549e-06
0.45883246,1.7402094,8.648886e-09,3.8746453e-06
0.46765417,1.7402094,8.9846575e-09,3.9491408e-06
0.47664549,1.7402094,9.3334645e-09,4.0250687e-06
0.48580968,1.7402094,9.695813e-09,4.1024564e-06
0.49515007,1.7402094,1.0072229e-08,4.181332e-06
0.50467003,1.7402094,1.0463258e-08,4.2617241e-06
0.51437304,1.7402094,1.0869468e-08,4.3436618e-06
0.52426259,1.7402094,1.1291448e-08,4.4271749e-06
0.53434229,1.7402094,1.1729811e-08,4.5122937e-06
0.54461579,1.7402094,1.2185191e-08,4.599049e-06
0.5550868,1.7402094,1.2658251e-08,4.6874723e-06
0.56575914,1.7402094,1.3149676e-08,4.7775956e-06
0.57663667,1.7402094,1.366018e-08,4.8694518e-06
0.58772333,1.7402094,1.4190502e-08,4.9630739e-06
0.59902315,1.7402094,1.4741413e-08,5.0584961e-06
0.61054023,1.7402094,1.5313712e-08,5.1557529e-06
0.62227874,1.7402094,1.5908229e-08,5.2548796e-06
0.63424294,1.7402094,1.6525826e-08,5.3559122e-06
0.64643716,1.7402094,1.71674e-08,5.4588873e-06
0.65886584,1.7402094,1.7833882e-08,5.5638422e-06
0.67153348,1.7402094,1.8526238e-08,5.670815e-06
0.68444467,1.7402094,1.9245473e-08,5.7798445e-06
0.6976041,1.7402094,1.9992631e-08,5.8909703e-06
0.71101653,1.7402094,2.0768795e-08,6.0042326e-06
0.72468684,1.7402094,2.1575092e-08,6.1196726e-06
0.73861998,1.7402094,2.2412691e-08,6.237332e-06
0.75282101,1.7402094,2.3282808e-08,6.3572537e-06
0.76729507,1.7402094,2.4186705e-08,6.4794809e-06
0.78204741,1.7402094,2.5125694e-08,6.6040582e-06
0.79708339,1.7402094,2.6101137e-08,6.7310307e-06
